seqnames	start	end	peak	score	strand	Log2FC	Pval	FDR
NC_064034.1	623879	624129	peak24	.	*	-1.68832819794238	0.0728622667271201	0.60612282400804
NC_064034.1	625468	625718	peak25	.	*	-0.502902807542009	0.56720024550931	0.800623158374094
NC_064034.1	638979	639229	peak31	.	*	-0.0721529486100293	0.986875501627926	1
NC_064034.1	673280	673530	peak38	.	*	-0.390572207884752	0.985408641391336	1
NC_064034.1	693116	693366	peak40	.	*	-1.1990440183441	0.305295844365061	0.60612282400804
NC_064034.1	699577	699827	peak41	.	*	0.0347154288757684	0.36740749524969	0.679992180723101
NC_064034.1	723656	723906	peak43	.	*	0.65732474466761	0.569523414015368	0.80294612015099
NC_064034.1	748547	748797	peak52	.	*	0.344205973052079	0.277510548082209	0.60612282400804
NC_064034.1	766533	766783	peak54	.	*	0.34902839502458	0.0843724385595794	0.60612282400804
NC_064034.1	766691	766940	peak55	.	*	0.893061264450154	0.086563257250344	0.60612282400804
NC_064034.1	767416	767666	peak56	.	*	-1.05149028709579	0.760223279354505	0.929977213078299
NC_064034.1	815122	815372	peak65	.	*	-0.0703303994696297	0.999306494411672	1
NC_064034.1	815433	815683	peak66	.	*	-0.167982728864413	0.633020549972209	0.860503973809103
NC_064034.1	847311	847561	peak79	.	*	0.328322799512529	0.14655084254327	0.60612282400804
NC_064034.1	851273	851523	peak82	.	*	0.837807833567925	0.0813664382125074	0.60612282400804
NC_064034.1	943046	943296	peak92	.	*	-0.752957986924573	0.459950958651276	0.786243340794068
NC_064034.1	1089899	1090149	peak120	.	*	-0.398860711591655	0.736086679924983	0.913633080514808
NC_064034.1	1090110	1090359	peak121	.	*	-3.13215806559783	0.319161137630769	0.60612282400804
NC_064034.1	1207709	1207959	peak125	.	*	0.582848849279761	0.0958057588569576	0.60612282400804
NC_064034.1	1251667	1251917	peak131	.	*	0.0798709468947177	0.471330510986511	0.799073557032937
NC_064034.1	1252596	1252846	peak134	.	*	0.650141145967276	0.0702495829793703	0.60612282400804
NC_064034.1	1278623	1278873	peak142	.	*	1.1685956798616	0.0267151021707301	0.60612282400804
