archetype_name	cell_type	fc	f_fg	f_bg	n_fg	n_bg	pval	padj	label	archetype_family	gene_name	cluster	minuslog10padj	fc_scaled	minuslog10padj_scaled	gene_label
ARCH1475_GATA15	cnidocyte	1.40533078055162	0.163512092534175	0.116351320839919	311	12883	9.20260673806874e-10	3.87407298290406e-08	cnidocyte	GATA		376	7.41183220195094	1.40533078055162	7.41183220195094	""
ARCH1475_GATA15	cnidocyte_gastrula	0.942003161274957	0.109735187654791	0.116491315704578	1728	11194	0.993517866082993	1	cnidocyte_gastrula	GATA		376	0	0.942003161274957	0	""
ARCH1475_GATA15	ecto_pharynx	0.997780325014016	0.114790515059152	0.115045879520163	2222	10607	0.544423619760431	1	ecto_pharynx	GATA		376	0	0.997780325014016	0	""
ARCH1475_GATA15	ectoderm	0.975813573357236	0.112388977453883	0.11517464044614	2961	9810	0.894868127905286	1	ectoderm	GATA		376	0	0.975813573357236	0	""
ARCH1475_GATA15	ecto_aboral	0.985775382423982	0.113251307048233	0.114885509485693	2881	9889	0.767186326548648	1	ecto_aboral	GATA		376	0	0.985775382423982	0	""
ARCH1475_GATA15	EMS	0.944232512280668	0.109632394709081	0.116107413463531	2702	10083	0.997734353428245	1	EMS	GATA		376	0	0.944232512280668	0	""
ARCH1475_GATA15	EMS_ecto_boundary	0.971185832807049	0.112744366512461	0.11608938547486	1511	11429	0.875169794119876	1	EMS_ecto_boundary	GATA		376	0	0.971185832807049	0	""
ARCH1475_GATA15	gastro_circular_muscle_1	1.11938144053374	0.13089802130898	0.116937816341287	258	12938	0.0318664858756796	0.122225676936495	gastro_circular_muscle_1	GATA		376	0.912837548754491	1.11938144053374	0.912837548754491	""
ARCH1475_GATA15	gastro_circular_muscle_2	1.027273464317	0.120297462817148	0.117103640847113	275	12917	0.328673017988755	0.791198924753962	gastro_circular_muscle_2	GATA		376	0.101714311620354	1.027273464317	0.101714311620354	""
ARCH1475_GATA15	gastro_parietal_muscle	1.31141908201527	0.152838427947598	0.116544306883754	280	12906	2.3029867965679e-06	2.09208168993484e-05	gastro_parietal_muscle	GATA		376	4.67942136148963	1.31141908201527	4.67942136148963	""
ARCH1475_GATA15	gastro_IRF1_2	0.833297501188578	0.0977011494252874	0.117246420739209	51	13152	0.929895519621053	1	gastro_IRF1_2	GATA		376	0	0.833297501188578	0	""
