NC_064034.1	651936	652186	peak33	.	*
NC_064034.1	693116	693366	peak40	.	*
NC_064034.1	724118	724368	peak44	.	*
NC_064034.1	724877	725127	peak45	.	*
NC_064034.1	746882	747132	peak48	.	*
NC_064034.1	801393	801643	peak62	.	*
NC_064034.1	831563	831813	peak69	.	*
NC_064034.1	832275	832525	peak70	.	*
NC_064034.1	836950	837200	peak72	.	*
NC_064034.1	838822	839072	peak73	.	*
NC_064034.1	844895	845145	peak75	.	*
NC_064034.1	845564	845814	peak76	.	*
NC_064034.1	846224	846474	peak77	.	*
NC_064034.1	847824	848074	peak80	.	*
NC_064034.1	863363	863613	peak84	.	*
NC_064034.1	864886	865136	peak85	.	*
NC_064034.1	865349	865599	peak86	.	*
NC_064034.1	1313549	1313799	peak149	.	*
NC_064034.1	1349269	1349519	peak160	.	*
NC_064034.1	1420187	1420437	peak180	.	*
NC_064034.1	1451599	1451849	peak190	.	*
NC_064034.1	1494657	1494907	peak196	.	*
NC_064034.1	1496613	1496863	peak198	.	*
NC_064034.1	1498305	1498555	peak200	.	*
NC_064034.1	1499867	1500117	peak201	.	*
NC_064034.1	1511768	1512018	peak202	.	*
NC_064034.1	1513261	1513511	peak203	.	*
NC_064034.1	1551672	1551922	peak212	.	*
NC_064034.1	1588412	1588662	peak219	.	*
NC_064034.1	1625206	1625456	peak229	.	*
NC_064034.1	1651557	1651807	peak238	.	*
NC_064034.1	1651899	1652149	peak239	.	*
NC_064034.1	1657923	1658173	peak241	.	*
NC_064034.1	1658464	1658714	peak242	.	*
NC_064034.1	1659202	1659452	peak243	.	*
NC_064034.1	1659950	1660200	peak244	.	*
NC_064034.1	1660524	1660774	peak245	.	*
NC_064034.1	1661471	1661721	peak246	.	*
NC_064034.1	1662574	1662824	peak247	.	*
NC_064034.1	1663612	1663862	peak248	.	*
NC_064034.1	1664193	1664443	peak249	.	*
NC_064034.1	1666883	1667133	peak250	.	*
NC_064034.1	1667397	1667647	peak251	.	*
NC_064034.1	1668340	1668590	peak252	.	*
NC_064034.1	1669911	1670161	peak253	.	*
NC_064034.1	1671894	1672144	peak255	.	*
NC_064034.1	1672939	1673189	peak257	.	*
NC_064034.1	1685136	1685386	peak261	.	*
NC_064034.1	1712343	1712593	peak267	.	*
NC_064034.1	1714197	1714447	peak272	.	*
NC_064034.1	1732496	1732746	peak276	.	*
NC_064034.1	1733153	1733403	peak277	.	*
NC_064034.1	1825720	1825970	peak287	.	*
NC_064034.1	1918825	1919075	peak311	.	*
NC_064034.1	1923099	1923349	peak312	.	*
NC_064034.1	1924858	1925108	peak313	.	*
NC_064034.1	1971808	1972058	peak334	.	*
NC_064034.1	2050617	2050867	peak360	.	*
NC_064034.1	2051185	2051435	peak361	.	*
NC_064034.1	2053332	2053582	peak364	.	*
NC_064034.1	2053625	2053875	peak365	.	*
NC_064034.1	2071784	2072034	peak372	.	*
NC_064034.1	2081762	2082012	peak378	.	*
NC_064034.1	2098110	2098360	peak384	.	*
NC_064034.1	2108191	2108441	peak389	.	*
NC_064034.1	2197452	2197702	peak447	.	*
NC_064034.1	2245636	2245886	peak473	.	*
NC_064034.1	2264673	2264922	peak478	.	*
NC_064034.1	2264852	2265102	peak479	.	*
NC_064034.1	2270000	2270250	peak480	.	*
NC_064034.1	2272561	2272811	peak481	.	*
NC_064034.1	2297736	2297986	peak491	.	*
NC_064034.1	2366979	2367229	peak505	.	*
NC_064034.1	2386470	2386720	peak507	.	*
NC_064034.1	2387883	2388133	peak508	.	*
NC_064034.1	2388064	2388313	peak509	.	*
NC_064034.1	2430914	2431164	peak521	.	*
NC_064034.1	2433085	2433335	peak524	.	*
NC_064034.1	2433630	2433880	peak525	.	*
NC_064034.1	2434766	2435016	peak526	.	*
NC_064034.1	2435664	2435914	peak528	.	*
NC_064034.1	2436567	2436817	peak529	.	*
NC_064034.1	2514926	2515176	peak554	.	*
NC_064034.1	2526941	2527191	peak558	.	*
NC_064034.1	2582219	2582469	peak586	.	*
NC_064034.1	2584455	2584705	peak587	.	*
NC_064034.1	2604655	2604905	peak596	.	*
NC_064034.1	2622226	2622476	peak598	.	*
NC_064034.1	2667370	2667620	peak608	.	*
NC_064034.1	2668012	2668262	peak609	.	*
NC_064034.1	2676178	2676428	peak612	.	*
NC_064034.1	2694097	2694347	peak617	.	*
NC_064034.1	2704086	2704336	peak622	.	*
NC_064034.1	2747120	2747370	peak638	.	*
NC_064034.1	2747994	2748243	peak640	.	*
NC_064034.1	2748167	2748417	peak641	.	*
NC_064034.1	2754797	2755047	peak646	.	*
NC_064034.1	2767717	2767966	peak649	.	*
NC_064034.1	2768186	2768436	peak650	.	*
NC_064034.1	2768857	2769107	peak651	.	*
NC_064034.1	2803206	2803456	peak660	.	*
NC_064034.1	2907553	2907803	peak685	.	*
NC_064034.1	2920412	2920662	peak688	.	*
NC_064034.1	3060029	3060279	peak729	.	*
NC_064034.1	3061098	3061348	peak731	.	*
NC_064034.1	3257179	3257429	peak772	.	*
NC_064034.1	3339741	3339991	peak789	.	*
NC_064034.1	3347675	3347925	peak792	.	*
NC_064034.1	3351610	3351860	peak799	.	*
NC_064034.1	3352161	3352411	peak800	.	*
NC_064034.1	3429761	3430011	peak818	.	*
NC_064034.1	3430239	3430489	peak819	.	*
NC_064034.1	3461629	3461879	peak828	.	*
NC_064034.1	3462281	3462531	peak829	.	*
NC_064034.1	3462722	3462972	peak831	.	*
NC_064034.1	3463699	3463949	peak833	.	*
NC_064034.1	3464204	3464454	peak834	.	*
NC_064034.1	3465042	3465292	peak835	.	*
NC_064034.1	3479091	3479341	peak840	.	*
NC_064034.1	3510677	3510926	peak854	.	*
NC_064034.1	3510867	3511117	peak855	.	*
NC_064034.1	3524877	3525127	peak859	.	*
NC_064034.1	3526922	3527172	peak862	.	*
NC_064034.1	3553531	3553781	peak873	.	*
NC_064034.1	3693924	3694174	peak901	.	*
NC_064034.1	3765286	3765536	peak921	.	*
NC_064034.1	3801101	3801351	peak930	.	*
NC_064034.1	3830367	3830617	peak934	.	*
NC_064034.1	3897812	3898062	peak946	.	*
NC_064034.1	3904740	3904990	peak949	.	*
NC_064034.1	3905620	3905870	peak950	.	*
NC_064034.1	3907224	3907474	peak952	.	*
NC_064034.1	3907867	3908117	peak953	.	*
NC_064034.1	3909227	3909477	peak955	.	*
NC_064034.1	4038552	4038802	peak974	.	*
NC_064034.1	4040111	4040361	peak975	.	*
NC_064034.1	4041445	4041695	peak976	.	*
NC_064034.1	4041903	4042153	peak977	.	*
NC_064034.1	4042635	4042885	peak978	.	*
NC_064034.1	4043370	4043620	peak979	.	*
NC_064034.1	4043638	4043888	peak980	.	*
NC_064034.1	4044097	4044347	peak981	.	*
NC_064034.1	4046723	4046973	peak983	.	*
