NC_064034.1	1063818	1064068	peak110	.	*
NC_064034.1	1252297	1252547	peak133	.	*
NC_064034.1	1588412	1588662	peak219	.	*
NC_064034.1	2151696	2151946	peak401	.	*
NC_064034.1	2152575	2152825	peak402	.	*
NC_064034.1	2167630	2167880	peak405	.	*
NC_064034.1	2403079	2403329	peak513	.	*
NC_064034.1	2409296	2409546	peak518	.	*
NC_064034.1	2658491	2658741	peak605	.	*
NC_064034.1	2696124	2696374	peak618	.	*
NC_064034.1	2968770	2969020	peak706	.	*
NC_064034.1	2969598	2969848	peak707	.	*
NC_064034.1	3127709	3127959	peak745	.	*
NC_064034.1	3166113	3166363	peak750	.	*
NC_064034.1	3193013	3193263	peak761	.	*
NC_064034.1	3500689	3500939	peak848	.	*
NC_064034.1	3501314	3501564	peak849	.	*
NC_064034.1	3590534	3590784	peak880	.	*
NC_064034.1	3591893	3592143	peak882	.	*
NC_064034.1	4065251	4065501	peak992	.	*
NC_064034.1	4138750	4139000	peak1018	.	*
NC_064034.1	4169956	4170206	peak1026	.	*
NC_064034.1	4171594	4171844	peak1030	.	*
NC_064034.1	4316892	4317142	peak1083	.	*
NC_064034.1	4430775	4431025	peak1131	.	*
NC_064034.1	4564910	4565160	peak1176	.	*
NC_064034.1	4588473	4588723	peak1205	.	*
NC_064034.1	4713369	4713619	peak1253	.	*
NC_064034.1	4720517	4720767	peak1257	.	*
NC_064034.1	4831722	4831972	peak1295	.	*
NC_064034.1	4831933	4832182	peak1296	.	*
NC_064034.1	4832392	4832642	peak1297	.	*
NC_064034.1	4832628	4832877	peak1298	.	*
NC_064034.1	5010918	5011168	peak1370	.	*
NC_064034.1	5011826	5012076	peak1372	.	*
NC_064034.1	5098159	5098409	peak1389	.	*
NC_064034.1	5130650	5130900	peak1405	.	*
NC_064034.1	5133683	5133933	peak1407	.	*
NC_064034.1	5271669	5271919	peak1449	.	*
NC_064034.1	5273639	5273889	peak1451	.	*
NC_064034.1	5385451	5385701	peak1474	.	*
NC_064034.1	5426866	5427116	peak1479	.	*
NC_064034.1	5428860	5429110	peak1480	.	*
NC_064034.1	5429175	5429425	peak1481	.	*
NC_064034.1	5450136	5450386	peak1490	.	*
NC_064034.1	5450661	5450911	peak1491	.	*
NC_064034.1	5545857	5546107	peak1517	.	*
NC_064034.1	5551441	5551691	peak1524	.	*
NC_064034.1	5551630	5551879	peak1525	.	*
NC_064034.1	5704300	5704550	peak1577	.	*
NC_064034.1	6190433	6190683	peak1692	.	*
NC_064034.1	6219335	6219585	peak1705	.	*
NC_064034.1	6262625	6262875	peak1716	.	*
NC_064034.1	6329830	6330080	peak1732	.	*
NC_064034.1	6378581	6378831	peak1739	.	*
NC_064034.1	6548128	6548378	peak1785	.	*
NC_064034.1	6596081	6596331	peak1796	.	*
NC_064034.1	6597148	6597398	peak1798	.	*
NC_064034.1	6717717	6717967	peak1842	.	*
NC_064034.1	6828546	6828796	peak1897	.	*
NC_064034.1	7879709	7879959	peak2198	.	*
NC_064034.1	7926594	7926844	peak2218	.	*
NC_064034.1	7940602	7940852	peak2226	.	*
NC_064034.1	8110692	8110941	peak2290	.	*
NC_064034.1	8172027	8172277	peak2306	.	*
NC_064034.1	8213209	8213459	peak2334	.	*
NC_064034.1	8214174	8214424	peak2335	.	*
NC_064034.1	8659461	8659711	peak2426	.	*
NC_064034.1	9210615	9210865	peak2614	.	*
NC_064034.1	9220194	9220444	peak2625	.	*
NC_064034.1	9261925	9262175	peak2640	.	*
NC_064034.1	9658915	9659164	peak2778	.	*
NC_064034.1	9690719	9690969	peak2795	.	*
NC_064034.1	9739585	9739835	peak2807	.	*
NC_064034.1	9863524	9863774	peak2844	.	*
NC_064034.1	9863854	9864104	peak2845	.	*
NC_064034.1	10137826	10138076	peak2906	.	*
NC_064034.1	10137986	10138235	peak2907	.	*
NC_064034.1	10158909	10159159	peak2918	.	*
NC_064034.1	10159600	10159850	peak2919	.	*
NC_064034.1	10193543	10193793	peak2927	.	*
NC_064034.1	10229572	10229822	peak2936	.	*
NC_064034.1	10234434	10234684	peak2939	.	*
NC_064034.1	10460893	10461143	peak3010	.	*
NC_064034.1	10471683	10471933	peak3018	.	*
NC_064034.1	10475374	10475624	peak3021	.	*
NC_064034.1	10481583	10481833	peak3025	.	*
NC_064034.1	10482282	10482532	peak3026	.	*
NC_064034.1	10484094	10484344	peak3028	.	*
